# wavelength (nm)	photon flux (phot/s/cm^2/nm)
992.50	161447649866892.72
993.50	161259162807423.03
994.50	161069968843641.75
995.50	160880067975548.97
996.50	160703475970014.28
997.50	160529712648122.75
998.50	160355277584405.53
999.50	160180170778862.69
1000.50	160004392231494.09
1001.50	159851699078274.69
1002.50	159700733579279.34
1003.50	159549148473740.97
1004.50	159396943761659.69
1005.50	159244119443035.50
1006.50	159116002723305.72
1007.50	158987572808852.75
1008.50	158858574123496.72
1009.50	158729006667237.72
1010.50	158598501588608.16
1011.50	158460411895799.03
1012.50	158321738831336.19
1013.50	158182482395219.47
1014.50	158042642587448.84
1015.50	157902289347041.25
1016.50	157762157963438.12
1017.50	157621444929968.81
1018.50	157480150246633.47
1019.50	157338273913431.94
1020.50	157197124238888.28
1021.50	157068636894102.97
1022.50	156939596388939.75
1023.50	156810002723398.66
1024.50	156679855897479.69
1025.50	156548509709908.00
1026.50	156410068917458.97
1027.50	156271060961678.97
1028.50	156131485842568.12
1029.50	155991343560126.34
1030.50	155849645427514.47
1031.50	155691873754594.06
1032.50	155533502937529.53
1033.50	155374532976320.97
1034.50	155214963870968.25
1035.50	155054698308447.59
1036.50	154884190120747.53
1037.50	154713063993534.22
1038.50	154541319926807.62
1039.50	154368957920567.78
1040.50	154195977974814.66
1041.50	154022584716667.56
1042.50	153848589328783.59
1043.50	153673976423910.00
1044.50	153498746002046.78
1045.50	153322898063193.84
1046.50	153135157774675.78
1047.50	152944628782132.66
1048.50	152753456620579.16
1049.50	152561641290015.25
1050.50	152369182790440.91
1051.50	152154693905018.34
1052.50	151931603307758.22
1053.50	151707813816224.09
1054.50	151483325430415.94
1055.50	151258138150333.94
1056.50	151027214883358.28
1057.50	150792221946451.25
1058.50	150556514222881.59
1059.50	150320091712649.09
1060.50	150082954415753.91
1061.50	149843956744956.72
1062.50	149602896042358.00
1063.50	149361115860855.34
1064.50	149118616200448.69
1065.50	148875397061138.03
1066.50	148633478628050.00
1067.50	148395795112551.19
1068.50	148157405181731.34
1069.50	147918308835590.50
1070.50	147678506074128.59
1071.50	147440856760084.44
1072.50	147225666853062.41
1073.50	147009819058488.22
1074.50	146793313376361.88
1075.50	146576149806683.41
1076.50	146358328349452.75
1077.50	146171070401089.72
1078.50	145986303212873.47
1079.50	145800941820124.62
1080.50	145614986222843.28
1081.50	145428436421029.47
1082.50	145268768294289.56
1083.50	145120912365983.28
1084.50	144972535803796.44
1085.50	144823638607729.03
1086.50	144674220777781.09
1087.50	144538224604499.62
1088.50	144418115525209.75
1089.50	144297541553330.84
1090.50	144176502688862.81
1091.50	144054998931805.84
1092.50	143936924799806.12
1093.50	143833057119595.09
1094.50	143728758497041.56
1095.50	143624028932145.44
1096.50	143518868424906.75
1097.50	143413276975325.53
1098.50	143319288347881.56
1099.50	143225524620133.00
1100.50	143131353012619.06
1101.50	143036773525339.78
1102.50	142941786158295.00
1103.50	142840753652428.41
1104.50	142736523973172.56
1105.50	142631871164818.31
1106.50	142526795227365.62
1107.50	142421296160814.56
1108.50	142310846620944.12
1109.50	142192250108127.28
1110.50	142073208389413.69
1111.50	141953721464803.47
1112.50	141833789334296.47
1113.50	141713007235927.84
1114.50	141586396823420.75
1115.50	141459330819181.66
1116.50	141331809223210.56
1117.50	141203832035507.50
1118.50	141075399256072.47
1119.50	140943089347356.28
1120.50	140809176203004.88
1121.50	140674799316765.05
1122.50	140539958688636.80
1123.50	140404654318620.16
1124.50	140265450875659.14
1125.50	140120829659462.48
1126.50	139975729799009.69
1127.50	139830151294300.75
1128.50	139684094145335.77
1129.50	139537533744291.38
1130.50	139390167433459.81
1131.50	139242321855901.50
1132.50	139093997011616.30
1133.50	138945192900604.31
1134.50	138795909522865.52
1135.50	138652737160057.69
1136.50	138511791314015.03
1137.50	138370382550143.58
1138.50	138228510868443.28
1139.50	138086176268914.20
1140.50	137943788538948.05
1141.50	137801734776880.44
1142.50	137659220210543.05
1143.50	137516244839935.88
1144.50	137372808665058.91
1145.50	137228911685912.17
1146.50	137073179051200.22
1147.50	136916613663106.30
1148.50	136759567014308.64
1149.50	136602039104807.08
1150.50	136444029934601.70
1151.50	136283902952835.69
1152.50	136122105750177.11
1153.50	135959822386008.11
1154.50	135797052860328.67
1155.50	135633797173138.72
1156.50	135471077319391.02
1157.50	135312532852038.44
1158.50	135153512042024.84
1159.50	134994014889350.44
1160.50	134834041394015.03
1161.50	134673591556018.72
1162.50	134511642154090.88
