# λ (nm)	photon flux (γ/s/cm^2/nm)
280.5	2.3289377330577973e13
281.5	5.575662226153409e13
282.5	7.815357425168831e13
283.5	8.72229948706898e13
284.5	6.712401443150746e13
285.5	3.3955522019401902e13
286.5	9.200266825688347e13
287.5	1.008951370343253e14
288.5	8.308118931316405e13
289.5	1.243661584314849e14
290.5	1.6697230981033488e14
291.5	1.5560709692148334e14
292.5	1.3650661021524655e14
293.5	1.5484283184490697e14
294.5	1.3980512696039286e14
295.5	1.5672995840114266e14
296.5	1.4056929184731636e14
297.5	1.505047889707662e14
298.5	1.1165318520163152e14
299.5	1.56769258405169e14
300.5	1.0311833476482881e14
301.5	1.4081103924459775e14
302.5	1.3775247671818227e14
303.5	1.8130142118821628e14
304.5	1.7108066889024662e14
305.5	1.79852542962393e14
306.5	1.6146434178753822e14
307.5	1.8708276650574588e14
308.5	1.884830758151493e14
309.5	1.4222950426458188e14
310.5	1.8211394413678797e14
311.5	2.082037534626534e14
312.5	1.9398283769270166e14
313.5	2.0243659648647303e14
314.5	1.972984771162226e14
315.5	1.8420489276520156e14
316.5	1.9447060346164725e14
317.5	2.1857645336107344e14
318.5	2.0173691456451516e14
319.5	2.1477583285286728e14
320.5	2.2893137874401275e14
321.5	2.1643575396793212e14
322.5	2.050941085751728e14
323.5	2.0641906265088906e14
324.5	2.3341455641288838e14
325.5	2.6990364653450656e14
326.5	2.986635161740555e14
327.5	2.943398497771574e14
328.5	2.9499710297878525e14
329.5	3.1885583811406506e14
330.5	3.1922011283055706e14
331.5	3.0483774377980206e14
332.5	2.984851194151008e14
333.5	2.9562450422563825e14
334.5	3.0306654050389294e14
335.5	2.9593186456262394e14
336.5	2.716207574938699e14
337.5	2.7597156756882816e14
338.5	2.974463042617368e14
339.5	3.1621857179585625e14
340.5	3.21275698138405e14
341.5	3.1724977708858244e14
342.5	3.224164522751998e14
343.5	3.0754424051375644e14
344.5	2.894930801183573e14
345.5	3.010057502473581e14
346.5	3.113635128553273e14
347.5	3.0719874971155594e14
348.5	3.0589456175308806e14
349.5	3.1835312673694975e14
350.5	3.3761895013784175e14
351.5	3.3587034299132356e14
352.5	3.3142210571962125e14
353.5	3.5371237274003844e14
354.5	3.7195222622638425e14
