#raw data from Cheng 2004
125	7.29E-18
126	8.46E-18
127	8.58E-18
128	8.5E-18
129	7.69E-18
130	6.94E-18
131	5.97E-18
132	5.73E-18
133	5.05E-18
134	3.61E-18
135	2.76E-18
136	2.07E-18
137	1.52E-18
138	1.14E-18
139	0.79E-18
140	5.74E-19
