# Wavelength (nm)    Crosssection (cm^2)
5.000000000000000000e-01,0.000000000000000000e+00
1.500000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+00,7.503487999999999674e-20
4.500000000000000000e+00,7.411007999999999839e-20
5.500000000000000000e+00,1.221062400000000076e-19
6.500000000000000000e+00,1.818982000000000177e-19
7.500000000000000000e+00,2.620076600000000067e-19
8.500000000000000000e+00,3.423630000000000113e-19
9.500000000000000000e+00,4.351361999999999110e-19
1.050000000000000000e+01,5.353724999999999028e-19
1.150000000000000000e+01,6.744263999999999861e-19
1.250000000000000000e+01,7.700736000000000121e-19
1.350000000000000000e+01,9.032384999999998257e-19
1.450000000000000000e+01,1.040905600000000024e-18
1.550000000000000000e+01,1.214165000000000002e-18
1.650000000000000000e+01,1.414543600000000039e-18
1.750000000000000000e+01,1.625344000000000024e-18
1.850000000000000000e+01,1.869775799999999585e-18
1.950000000000000000e+01,2.128715200000000134e-18
2.050000000000000000e+01,2.420287099999999960e-18
2.150000000000000000e+01,2.748345599999999623e-18
2.250000000000000000e+01,3.093154400000000071e-18
2.350000000000000000e+01,3.422345599999999657e-18
2.450000000000000000e+01,3.688193999999999990e-18
2.550000000000000000e+01,3.740526000000000645e-18
2.650000000000000000e+01,3.642079999999999806e-18
2.750000000000000000e+01,3.552546000000000048e-18
2.850000000000000000e+01,3.495330000000000182e-18
2.950000000000000000e+01,3.458929999999999744e-18
3.050000000000000000e+01,3.324316000000000377e-18
3.150000000000000000e+01,3.101217000000000282e-18
3.250000000000000000e+01,2.920203999999999657e-18
3.350000000000000000e+01,2.745672000000000146e-18
3.450000000000000000e+01,2.576474999999999997e-18
3.550000000000000000e+01,2.461712000000000079e-18
3.650000000000000000e+01,2.390709999999999661e-18
3.750000000000000000e+01,2.315286000000000208e-18
3.850000000000000000e+01,2.239541999999999820e-18
3.950000000000000000e+01,2.158818000000000094e-18
4.050000000000000000e+01,2.007632000000000181e-18
4.150000000000000000e+01,1.793841400000000165e-18
4.250000000000000000e+01,1.584065099999999888e-18
4.350000000000000000e+01,1.372571200000000077e-18
4.450000000000000000e+01,1.154075999999999859e-18
4.550000000000000000e+01,1.006774799999999927e-18
4.650000000000000000e+01,9.358363000000000946e-19
