#Mars-scaled Solar Photon Irradiance from LISIRD...http://lasp.colorado.edu/lisird/whi_ref_spectra/
# using SORCE solstice and SORCE solar spectral irradiance
# interpolated to half-wavelengths by Eryn 2/18/19
#Wavelength [nm]	Spectral Irradiance [ph/cm2/s/nm]
1097.5	125238175328470.47
1098.5	125156572660243.84
1099.5	125075473468744.89
1100.5	124994374277245.94
1101.5	124913275085746.98
1102.5	124832175894248.03
1103.5	124745140953839.56
1104.5	124655182435610.0
1105.5	124565223917380.44
1106.5	124475265399150.88
1107.5	124385306880921.33
1108.5	124289686669873.77
1109.5	124184426279163.16
1110.5	124079165888452.55
1111.5	123973905497741.92
1112.5	123868645107031.31
1113.5	123762899808589.6
1114.5	123650712164577.47
1115.5	123538524520565.34
1116.5	123426336876553.22
1117.5	123314149232541.1
1118.5	123201961588528.97
1119.5	123084956001199.78
1120.5	122966344432764.89
1121.5	122847732864330.02
1122.5	122729121295895.14
1123.5	122610509727460.25
1124.5	122488353140636.98
1125.5	122361095185888.97
1126.5	122233837231140.94
1127.5	122106579276392.92
1128.5	121979321321644.9
1129.5	121851869246756.05
1130.5	121721838147138.95
1131.5	121591807047521.88
1132.5	121461775947904.78
1133.5	121331744848287.69
1134.5	121201713748670.61
1135.5	121076510992599.92
1136.5	120953280376851.02
1137.5	120830049761102.1
1138.5	120706819145353.19
1139.5	120583588529604.28
1140.5	120459968553466.12
1141.5	120335592760101.8
1142.5	120211216966737.47
1143.5	120086841173373.14
1144.5	119962465380008.8
1145.5	119838089586644.47
1146.5	119700025521825.62
1147.5	119561538108405.1
1148.5	119423050694984.56
1149.5	119284563281564.03
1150.5	119146075868143.5
1151.5	119005283415313.86
1152.5	118862821796015.55
1153.5	118720360176717.25
1154.5	118577898557418.95
1155.5	118435436938120.64
1156.5	118293366842860.9
1157.5	118153080357110.14
1158.5	118012793871359.38
1159.5	117872507385608.61
1160.5	117732220899857.83
1161.5	117591934414107.06
1162.5	117450727667320.44
1163.5	117309246037367.25
1164.5	117167764407414.06
1165.5	117026282777460.88
1166.5	116884801147507.69
1167.5	116740705491204.86
1168.5	116591755214538.47
1169.5	116442804937872.06
1170.5	116293854661205.66
1171.5	116144904384539.27
1172.5	115995954107872.86
1173.5	115851654037705.34
1174.5	115707703983080.75
1175.5	115563753928456.17
1176.5	115419803873831.58
1177.5	115275853819206.98
1178.5	115140147638735.3
1179.5	115013021817075.78
1180.5	114885895995416.28
1181.5	114758770173756.77
1182.5	114631644352097.25
1183.5	114505240446676.97
1184.5	114392552949801.8
1185.5	114279865452926.62
1186.5	114167177956051.44
1187.5	114054490459176.27
1188.5	113941802962301.1
1189.5	113834526711317.61
1190.5	113730857957595.27
1191.5	113627189203872.92
1192.5	113523520450150.56
1193.5	113419851696428.22
1194.5	113317815613579.1
1195.5	113225031332344.89
1196.5	113132247051110.67
1197.5	113039462769876.47
1198.5	112946678488642.27
1199.5	112853894207408.05
1200.5	112774181129837.5
1201.5	112700619206932.19
1202.5	112627057284026.89
1203.5	112553495361121.58
1204.5	112479933438216.28
1205.5	112406393179441.06
1206.5	112332929729854.34
1207.5	112259466280267.62
1208.5	112186002830680.92
1209.5	112112539381094.2
1210.5	112039075931507.48
1211.5	111965491747085.64
1212.5	111891865142316.33
1213.5	111818238537547.02
1214.5	111744611932777.7
1215.5	111670985328008.39
1216.5	111595821432026.38
1217.5	111516501156098.86
1218.5	111437180880171.36
1219.5	111357860604243.84
1220.5	111278540328316.34
1221.5	111199220052388.83
1222.5	111114572382517.4
1223.5	111028422114354.11
1224.5	110942271846190.81
1225.5	110856121578027.52
1226.5	110769971309864.22
1227.5	110680158159643.05
1228.5	110581798284620.16
1229.5	110483438409597.25
1230.5	110385078534574.36
1231.5	110286718659551.47
1232.5	110188358784528.58
1233.5	110084249241943.3
1234.5	109978791011905.12
1235.5	109873332781866.94
1236.5	109767874551828.77
1237.5	109662416321790.58
1238.5	109555912150321.39
1239.5	109447079915667.05
1240.5	109338247681012.7
1241.5	109229415446358.36
1242.5	109120583211704.02
1243.5	109011750977049.67
1244.5	108889316206233.34
1245.5	108763895512844.89
1246.5	108638474819456.44
1247.5	108513054126067.98
1248.5	108387633432679.53
1249.5	108257955032215.92
1250.5	108119229004217.58
1251.5	107980502976219.23
1252.5	107841776948220.89
1253.5	107703050920222.55
1254.5	107564324892224.2
1255.5	107433167065519.34
1256.5	107303670551293.55
1257.5	107174174037067.73
1258.5	107044677522841.94
1259.5	106915181008616.12
1260.5	106787901382809.1
1261.5	106665556121547.08
1262.5	106543210860285.08
1263.5	106420865599023.06
1264.5	106298520337761.05
1265.5	106176175076499.03
1266.5	106058761498228.14
1267.5	105942504734486.03
1268.5	105826247970743.9
1269.5	105709991207001.8
1270.5	105593734443259.67
1271.5	105480421876950.19
1272.5	105373979104650.14
1273.5	105267536332350.1
1274.5	105161093560050.06
1275.5	105054650787750.02
1276.5	104948208015449.98
1277.5	104855981533160.31
1278.5	104767309123373.23
1279.5	104678636713586.14
1280.5	104589964303799.06
1281.5	104501291894011.98
1282.5	104419330280317.44
1283.5	104353798546711.53
1284.5	104288266813105.62
1285.5	104222735079499.7
1286.5	104157203345893.8
1287.5	104091671612287.88
1288.5	104021741426220.69
1289.5	103950570650997.75
1290.5	103879399875774.83
1291.5	103808229100551.89
1292.5	103737058325328.95
1293.5	103664560806835.05
1294.5	103588651662787.19
1295.5	103512742518739.34
1296.5	103436833374691.5
1297.5	103360924230643.66
1298.5	103285015086595.8
1299.5	103208890993722.94
1300.5	103132702695356.9
1301.5	103056514396990.86
1302.5	102980326098624.81
1303.5	102904137800258.77
1304.5	102826954373007.89
1305.5	102746938655854.03
1306.5	102666922938700.17
1307.5	102586907221546.31
1308.5	102506891504392.45
1309.5	102426875787238.6
1310.5	102344349737058.47
1311.5	102261030950133.19
1312.5	102177712163207.9
1313.5	102094393376282.62
1314.5	102011074589357.34
1315.5	101928435249831.47
1316.5	101847729722134.62
1317.5	101767024194437.78
1318.5	101686318666740.95
1319.5	101605613139044.11
1320.5	101524907611347.27
1321.5	101443916427732.25
1322.5	101362835036985.16
1323.5	101281753646238.08
1324.5	101200672255490.98
1325.5	101119590864743.9
1326.5	101038025946506.7
1327.5	100955084834643.8
1328.5	100872143722780.88
1329.5	100789202610917.97
1330.5	100706261499055.06
1331.5	100623320387192.14
1332.5	100539930510200.27
1333.5	100456398917904.48
1334.5	100372867325608.72
1335.5	100289335733312.94
1336.5	100205804141017.17
1337.5	100119778025004.47
1338.5	100027007455979.34
1339.5	99934236886954.22
1340.5	99841466317929.1
1341.5	99748695748903.97
1342.5	99655925179878.84
1343.5	99560005242715.31
1344.5	99463197022230.7
1345.5	99366388801746.08
1346.5	99269580581261.47
1347.5	99172772360776.84
1348.5	99076355159973.34
1349.5	98980895283216.73
1350.5	98885435406460.11
1351.5	98789975529703.48
1352.5	98694515652946.88
1353.5	98599055776190.25
1354.5	98502388225605.0
1355.5	98405437393504.39
1356.5	98308486561403.78
1357.5	98211535729303.17
1358.5	98114584897202.56
1359.5	98019517462310.6
1360.5	97928273894478.58
1361.5	97837030326646.58
1362.5	97745786758814.58
1363.5	97654543190982.58
1364.5	97563299623150.56
1365.5	97476764726266.39
1366.5	97390996357210.92
1367.5	97305227988155.45
1368.5	97219459619099.98
1369.5	97133691250044.52
1370.5	97048083752458.5
1371.5	96962738729375.27
1372.5	96877393706292.03
1373.5	96792048683208.8
1374.5	96706703660125.56
1375.5	96621358637042.33
1376.5	96534323390113.47
1377.5	96447141167198.03
1378.5	96359958944282.6
1379.5	96272776721367.16
1380.5	96185594498451.72
1381.5	96096592273361.75
1382.5	96005453523979.92
1383.5	95914314774598.1
1384.5	95823176025216.27
1385.5	95732037275834.44
1386.5	95640898526452.61
1387.5	95545494274686.78
1388.5	95450090022920.95
1389.5	95354685771155.12
1390.5	95259281519389.3
1391.5	95163877267623.47
1392.5	95064768136889.97
1393.5	94962627741546.55
1394.5	94860487346203.11
1395.5	94758346950859.69
1396.5	94656206555516.27
1397.5	94553822036724.11
1398.5	94449240406893.42
1399.5	94344658777062.73
1400.5	94240077147232.05
1401.5	94135495517401.34
1402.5	94030913887570.66
1403.5	93926193787829.72
1404.5	93821402355104.7
1405.5	93716610922379.69
1406.5	93611819489654.67
1407.5	93507028056929.66
1408.5	93401809914370.67
1409.5	93295078891491.25
1410.5	93188347868611.83
1411.5	93081616845732.4
1412.5	92974885822852.98
1413.5	92868154799973.56
1414.5	92766705793974.75
1415.5	92666660868412.58
1416.5	92566615942850.4
1417.5	92466571017288.22
1418.5	92366526091726.05
1419.5	92266681522335.58
1420.5	92167178099940.2
1421.5	92067674677544.84
1422.5	91968171255149.47
1423.5	91868667832754.1
1424.5	91769164410358.72
1425.5	91676878487511.67
1426.5	91584972433061.92
1427.5	91493066378612.16
1428.5	91401160324162.4
1429.5	91309254269712.64
1430.5	91221870350478.8
1431.5	91138338620502.97
1432.5	91054806890527.14
1433.5	90971275160551.31
1434.5	90887743430575.47
1435.5	90804704939353.1
1436.5	90724696343330.44
1437.5	90644687747307.8
1438.5	90564679151285.16
1439.5	90484670555262.5
1440.5	90404661959239.86
1441.5	90330885757806.22
1442.5	90259299316633.58
1443.5	90187712875460.94
1444.5	90116126434288.31
1445.5	90044539993115.67
1446.5	89972534950368.14
1447.5	89899752504695.83
1448.5	89826970059023.5
1449.5	89754187613351.19
1450.5	89681405167678.86
1451.5	89608622722006.55
1452.5	89529276476153.75
1453.5	89449656738626.77
1454.5	89370037001099.78
1455.5	89290417263572.8
1456.5	89210797526045.81
1457.5	89130141687327.47
1458.5	89048765846086.31
1459.5	88967390004845.17
1460.5	88886014163604.02
1461.5	88804638322362.88
1462.5	88721585995292.98
1463.5	88632589763921.17
1464.5	88543593532549.34
1465.5	88454597301177.53
1466.5	88365601069805.72
1467.5	88276604838433.9
1468.5	88170039131124.0
1469.5	88060613276568.36
1470.5	87951187422012.7
1471.5	87841761567457.06
1472.5	87732335712901.42
1473.5	87624086109116.02
1474.5	87517012756100.88
1475.5	87409939403085.73
1476.5	87302866050070.6
1477.5	87195792697055.45
1478.5	87090261644712.89
1479.5	86992827670901.38
1480.5	86895393697089.86
1481.5	86797959723278.34
1482.5	86700525749466.84
1483.5	86603091775655.33
1484.5	86515129693847.67
1485.5	86429246807845.75
1486.5	86343363921843.83
1487.5	86257481035841.9
1488.5	86171598149839.98
1489.5	86092161584750.86
1490.5	86019434455713.81
1491.5	85946707326676.78
1492.5	85873980197639.75
1493.5	85801253068602.72
1494.5	85731199068580.67
1495.5	85674196227867.05
1496.5	85617193387153.42
1497.5	85560190546439.8
1498.5	85503187705726.17
1499.5	85446184865012.55
1500.5	85407588182781.78
1501.5	85372239646165.64
1502.5	85336891109549.52
1503.5	85301542572933.38
1504.5	85266194036317.23
1505.5	85234572325165.19
1506.5	85205999834847.4
1507.5	85177427344529.61
1508.5	85148854854211.83
1509.5	85120282363894.05
1510.5	85088767505844.03
1511.5	85048425544597.31
1512.5	85008083583350.61
1513.5	84967741622103.9
1514.5	84927399660857.2
1515.5	84887057699610.48
1516.5	84842853393158.0
1517.5	84798488155655.27
1518.5	84754122918152.53
1519.5	84709757680649.81
1520.5	84665392443147.08
1521.5	84614386773607.45
1522.5	84560256194873.98
1523.5	84506125616140.52
1524.5	84451995037407.06
1525.5	84397864458673.6
1526.5	84333253274226.69
1527.5	84253560242533.61
1528.5	84173867210840.52
1529.5	84094174179147.44
1530.5	84014481147454.36
1531.5	83932135293684.11
1532.5	83833493532868.38
1533.5	83734851772052.66
1534.5	83636210011236.94
1535.5	83537568250421.22
1536.5	83438926489605.5
1537.5	83326166724978.11
1538.5	83211662038531.3
1539.5	83097157352084.48
1540.5	82982652665637.69
1541.5	82868147979190.88
1542.5	82737971807214.36
1543.5	82598980424627.39
1544.5	82459989042040.42
1545.5	82320997659453.44
1546.5	82182006276866.47
1547.5	82040070649058.2
1548.5	81893898180565.61
1549.5	81747725712073.02
1550.5	81601553243580.42
1551.5	81455380775087.83
1552.5	81307196468653.86
1553.5	81149847122709.17
1554.5	80992497776764.48
1555.5	80835148430819.8
1556.5	80677799084875.12
1557.5	80520449738930.44
1558.5	80365865169124.22
1559.5	80211395798323.78
1560.5	80056926427523.34
1561.5	79902457056722.89
1562.5	79747987685922.45
1563.5	79606169112016.89
1564.5	79468567470409.62
1565.5	79330965828802.36
1566.5	79193364187195.1
1567.5	79055762545587.83
1568.5	78930607196804.9
1569.5	78815635178514.66
1570.5	78700663160224.39
1571.5	78585691141934.14
1572.5	78470719123643.89
1573.5	78366608104275.05
1574.5	78281805527433.19
1575.5	78197002950591.34
1576.5	78112200373749.48
1577.5	78027397796907.62
1578.5	77944479404819.8
1579.5	77870144521055.86
1580.5	77795809637291.9
1581.5	77721474753527.97
1582.5	77647139869764.03
1583.5	77572923846261.9
1584.5	77510474988680.22
1585.5	77448026131098.53
1586.5	77385577273516.84
1587.5	77323128415935.16
1588.5	77260679558353.48
1589.5	77210278359208.34
1590.5	77162003217434.38
1591.5	77113728075660.39
1592.5	77065452933886.42
1593.5	77017177792112.44
1594.5	76968002947212.61
1595.5	76918442515258.86
1596.5	76868882083305.1
1597.5	76819321651351.33
1598.5	76769761219397.56
1599.5	76706426415517.8
1600.5	76631821670971.3
1601.5	76561781222251.25
1602.5	76501439902162.44
1603.5	76441098582073.61
1604.5	76380757261984.78
1605.5	76320415941895.97
1606.5	76260074621807.14
1607.5	76199733301718.33
1608.5	76139391981629.5
1609.5	76079050661540.67
1610.5	76018709341451.86
1611.5	75958368021363.03
1612.5	75898026701274.22
1613.5	75837685381185.39
1614.5	75777344061096.56
1615.5	75717002741007.75
1616.5	75656661420918.92
1617.5	75593595465584.11
1618.5	75528996902923.44
1619.5	75464398340262.77
1620.5	75399799777602.08
1621.5	75335201214941.4
1622.5	75270602652280.73
1623.5	75206004089620.05
1624.5	75141405526959.38
1625.5	75076806964298.7
1626.5	75012208401638.02
1627.5	74947609838977.34
1628.5	74883011276316.67
1629.5	74818412713656.0
1630.5	74753814150995.31
1631.5	74689215588334.64
1632.5	74623047788200.97
1633.5	74538833757127.77
1634.5	74454619726054.56
1635.5	74370405694981.36
1636.5	74286191663908.16
1637.5	74201977632834.94
1638.5	74117763601761.73
1639.5	74033549570688.53
1640.5	73949335539615.33
1641.5	73865121508542.12
1642.5	73780907477468.92
1643.5	73696693446395.72
1644.5	73612479415322.52
1645.5	73528265384249.31
1646.5	73444051353176.11
1647.5	73359837322102.9
1648.5	73275878949485.02
1649.5	73192098237827.61
1650.5	73108317526170.19
1651.5	73024536814512.77
1652.5	72940756102855.36
1653.5	72856975391197.94
1654.5	72773194679540.52
1655.5	72689413967883.11
1656.5	72605633256225.69
1657.5	72521852544568.27
1658.5	72438071832910.86
1659.5	72354291121253.44
1660.5	72270510409596.02
1661.5	72186729697938.61
1662.5	72102948986281.19
1663.5	72017928134789.19
1664.5	71927620371370.84
1665.5	71837312607952.48
1666.5	71747004844534.12
1667.5	71656697081115.77
1668.5	71566389317697.42
1669.5	71476081554279.06
1670.5	71385773790860.7
1671.5	71295466027442.34
1672.5	71205158264023.98
1673.5	71114850500605.64
1674.5	71024542737187.28
1675.5	70934234973768.92
1676.5	70843927210350.56
1677.5	70753619446932.2
1678.5	70663311683513.86
1679.5	70583774133373.12
1680.5	70505567733188.05
1681.5	70427361333002.98
1682.5	70349154932817.914
1683.5	70270948532632.84
1684.5	70192742132447.77
1685.5	70114535732262.7
1686.5	70036329332077.63
1687.5	69958122931892.56
1688.5	69879916531707.49
1689.5	69801710131522.42
1690.5	69723503731337.35
1691.5	69645297331152.28
1692.5	69567090930967.21
1693.5	69488884530782.14
1694.5	69388659109366.24
1695.5	69278071795606.43
1696.5	69167484481846.62
1697.5	69056897168086.805
1698.5	68946309854326.984
1699.5	68835722540567.17
1700.5	68725135226807.36
1701.5	68614547913047.55
1702.5	68503960599287.734
1703.5	68393373285527.92
1704.5	68282785971768.11
1705.5	68172198658008.29
1706.5	68061611344248.48
1707.5	67951024030488.664
1708.5	67840436716728.85
1709.5	67719951394119.17
1710.5	67591999152552.57
1711.5	67464046910985.96
1712.5	67336094669419.36
1713.5	67208142427852.76
1714.5	67080190186286.16
1715.5	66952237944719.555
1716.5	66824285703152.95
1717.5	66696333461586.35
1718.5	66568381220019.75
1719.5	66440428978453.15
1720.5	66312476736886.54
1721.5	66184524495319.94
1722.5	66056572253753.336
1723.5	65928620012186.734
1724.5	65819609249552.53
1725.5	65726096060590.29
1726.5	65632582871628.05
1727.5	65539069682665.805
1728.5	65445556493703.555
1729.5	65352043304741.31
1730.5	65258530115779.07
1731.5	65165016926816.83
1732.5	65071503737854.586
1733.5	64977990548892.34
1734.5	64884477359930.1
1735.5	64790964170967.86
1736.5	64697450982005.62
1737.5	64603937793043.375
1738.5	64510424604081.13
1739.5	64433757473858.9
1740.5	64366566251677.914
1741.5	64299375029496.93
1742.5	64232183807315.945
1743.5	64164992585134.96
1744.5	64097801362953.98
1745.5	64030610140772.99
1746.5	63963418918592.01
1747.5	63896227696411.03
1748.5	63829036474230.05
1749.5	63761845252049.06
1750.5	63694654029868.08
1751.5	63627462807687.09
1752.5	63560271585506.11
1753.5	63493080363325.125
1754.5	63414618209373.38
1755.5	63333512256611.23
1756.5	63252406303849.06
1757.5	63171300351086.9
1758.5	63090194398324.734
1759.5	63009088445562.57
1760.5	62927982492800.41
1761.5	62846876540038.24
1762.5	62765770587276.08
1763.5	62684664634513.914
1764.5	62603558681751.75
1765.5	62522452728989.586
1766.5	62441346776227.42
1767.5	62360240823465.266
1768.5	62277890519576.914
1769.5	62179008122154.9
1770.5	62080125724732.88
1771.5	61981243327310.875
1772.5	61882360929888.86
1773.5	61783478532466.85
1774.5	61684596135044.836
1775.5	61585713737622.82
1776.5	61486831340200.81
1777.5	61387948942778.8
1778.5	61289066545356.79
1779.5	61190184147934.77
1780.5	61091301750512.76
1781.5	60992419353090.75
1782.5	60893536955668.734
1783.5	60790238441732.31
1784.5	60681086005904.695
1785.5	60571933570077.08
1786.5	60462781134249.46
1787.5	60353628698421.84
1788.5	60244476262594.23
1789.5	60135323826766.61
1790.5	60026171390938.99
1791.5	59917018955111.375
1792.5	59807866519283.76
1793.5	59698714083456.14
1794.5	59589561647628.53
1795.5	59480409211800.914
1796.5	59371256775973.3
1797.5	59262104340145.68
1798.5	59174663332206.01
1799.5	59090182973523.77
1800.5	59005702614841.55
1801.5	58921222256159.32
1802.5	58836741897477.09
1803.5	58752261538794.87
1804.5	58667781180112.63
1805.5	58583300821430.41
1806.5	58498820462748.18
1807.5	58414340104065.95
1808.5	58329859745383.72
1809.5	58245379386701.49
1810.5	58160899028019.266
1811.5	58076418669337.04
1812.5	57997336010248.97
1813.5	57925707317267.125
1814.5	57854078624285.27
1815.5	57782449931303.43
1816.5	57710821238321.586
1817.5	57639192545339.734
1818.5	57567563852357.89
1819.5	57495935159376.05
1820.5	57424306466394.195
1821.5	57352677773412.35
1822.5	57281049080430.5
1823.5	57209420387448.66
1824.5	57137791694466.81
1825.5	57066163001484.96
1826.5	56994865367065.055
1827.5	56928754316782.14
1828.5	56862643266499.23
1829.5	56796532216216.32
1830.5	56730421165933.41
1831.5	56664310115650.49
1832.5	56598199065367.586
1833.5	56532088015084.67
1834.5	56465976964801.76
1835.5	56399865914518.84
1836.5	56333754864235.94
1837.5	56267643813953.02
1838.5	56201532763670.11
1839.5	56135421713387.2
1840.5	56069310663104.29
1841.5	55978732937168.875
1842.5	55881254353998.14
1843.5	55783775770827.414
1844.5	55686297187656.68
1845.5	55588818604485.945
1846.5	55491340021315.21
1847.5	55393861438144.48
1848.5	55296382854973.74
1849.5	55198904271803.01
1850.5	55101425688632.27
1851.5	55003947105461.54
1852.5	54906468522290.81
1853.5	54808989939120.08
1854.5	54711511355949.34
1855.5	54615190688896.17
1856.5	54519641965921.375
1857.5	54424093242946.58
1858.5	54328544519971.79
1859.5	54232995796996.99
1860.5	54137447074022.195
1861.5	54041898351047.4
1862.5	53946349628072.6
1863.5	53850800905097.81
1864.5	53755252182123.016
1865.5	53659703459148.22
1866.5	53564154736173.42
1867.5	53468606013198.63
1868.5	53373057290223.836
1869.5	53311979088574.086
1870.5	53285371408249.38
1871.5	53258763727924.69
1872.5	53232156047599.984
1873.5	53205548367275.28
1874.5	53178940686950.58
1875.5	53152333006625.875
1876.5	53125725326301.18
1877.5	53099117645976.48
1878.5	53072509965651.77
1879.5	53045902285327.07
1880.5	53019294605002.37
1881.5	52992686924677.67
1882.5	52966079244352.97
1883.5	52935074525251.97
1884.5	52899672767374.68
1885.5	52864271009497.38
1886.5	52828869251620.09
1887.5	52793467493742.805
1888.5	52758065735865.51
1889.5	52722663977988.22
1890.5	52687262220110.92
1891.5	52651860462233.63
1892.5	52616458704356.336
1893.5	52581056946479.05
1894.5	52545655188601.75
1895.5	52510253430724.46
1896.5	52474851672847.17
1897.5	52422759511503.6
1898.5	52358581195925.83
1899.5	52294402880348.055
1900.5	52230224564770.29
1901.5	52166046249192.516
1902.5	52101867933614.74
1903.5	52037689618036.98
1904.5	51973511302459.2
1905.5	51909332986881.43
1906.5	51845154671303.66
1907.5	51780976355725.89
1908.5	51716798040148.12
1909.5	51652619724570.34
1910.5	51588441408992.58
1911.5	51490984235024.02
1912.5	51382434108258.55
1913.5	51273883981493.06
1914.5	51165333854727.586
1915.5	51056783727962.1
1916.5	50948233601196.625
1917.5	50839683474431.14
1918.5	50731133347665.664
1919.5	50622583220900.19
1920.5	50514033094134.7
1921.5	50405482967369.23
1922.5	50296932840603.74
1923.5	50188382713838.266
1924.5	50080073386195.83
1925.5	49983563215582.4
1926.5	49887053044968.98
1927.5	49790542874355.55
1928.5	49694032703742.125
1929.5	49597522533128.695
1930.5	49501012362515.27
1931.5	49404502191901.84
1932.5	49307992021288.42
1933.5	49211481850674.99
1934.5	49114971680061.57
1935.5	49018461509448.14
1936.5	48921951338834.72
1937.5	48825441168221.29
1938.5	48754772480404.79
1939.5	48728104155188.48
1940.5	48701435829972.17
1941.5	48674767504755.86
1942.5	48648099179539.555
1943.5	48621430854323.24
1944.5	48594762529106.94
1945.5	48568094203890.625
1946.5	48541425878674.32
1947.5	48514757553458.01
1948.5	48488089228241.7
1949.5	48461420903025.39
1950.5	48434752577809.086
1951.5	48408084252592.78
1952.5	48362757028193.38
1953.5	48312469843251.65
1954.5	48262182658309.914
1955.5	48211895473368.18
1956.5	48161608288426.445
1957.5	48111321103484.71
1958.5	48061033918542.98
1959.5	48010746733601.24
1960.5	47960459548659.51
1961.5	47910172363717.77
1962.5	47859885178776.03
1963.5	47809597993834.3
1964.5	47759310808892.56
1965.5	47706748759870.516
1966.5	47649123303701.96
1967.5	47591497847533.4
1968.5	47533872391364.84
1969.5	47476246935196.29
1970.5	47418621479027.734
1971.5	47360996022859.17
1972.5	47303370566690.62
1973.5	47245745110522.06
1974.5	47188119654353.5
1975.5	47130494198184.945
1976.5	47072868742016.39
1977.5	47015243285847.83
1978.5	46957617829679.27
1979.5	46925002434842.484
1980.5	46894860562554.984
1981.5	46864718690267.484
1982.5	46834576817979.99
1983.5	46804434945692.49
1984.5	46774293073404.99
1985.5	46744151201117.5
1986.5	46714009328830.0
1987.5	46683867456542.5
1988.5	46653725584255.0
1989.5	46623583711967.51
1990.5	46593441839680.01
1991.5	46563299967392.51
1992.5	46519251851782.266
1993.5	46465133697903.82
1994.5	46411015544025.375
1995.5	46356897390146.93
1996.5	46302779236268.484
1997.5	46248661082390.04
1998.5	46194542928511.59
1999.5	46140424774633.14
2000.5	46086306620754.695
2001.5	46032188466876.25
2002.5	45978070312997.805
2003.5	45923952159119.36
2004.5	45869834005240.914
2005.5	45815037710447.555
2006.5	45758982011097.914
2007.5	45702926311748.27
2008.5	45646870612398.63
2009.5	45590814913049.0
2010.5	45534759213699.36
2011.5	45478703514349.72
2012.5	45422647815000.08
2013.5	45366592115650.44
2014.5	45310536416300.805
2015.5	45254480716951.164
2016.5	45198425017601.52
2017.5	45142369318251.88
2018.5	45084961528885.63
2019.5	45021789566290.68
2020.5	44958617603695.73
2021.5	44895445641100.77
2022.5	44832273678505.82
2023.5	44769101715910.87
2024.5	44705929753315.91
2025.5	44642757790720.95
2026.5	44579585828126.0
2027.5	44516413865531.05
2028.5	44453241902936.09
2029.5	44390069940341.14
2030.5	44326897977746.19
2031.5	44266641297693.89
2032.5	44227763356287.78
2033.5	44188885414881.67
2034.5	44150007473475.56
2035.5	44111129532069.45
2036.5	44072251590663.34
2037.5	44033373649257.234
2038.5	43994495707851.125
2039.5	43955617766445.016
2040.5	43916739825038.91
2041.5	43877861883632.8
2042.5	43838983942226.69
2043.5	43800106000820.58
2044.5	43757113158813.586
2045.5	43683944379066.766
2046.5	43610775599319.94
2047.5	43537606819573.12
2048.5	43464438039826.3
2049.5	43391269260079.48
2050.5	43318100480332.66
2051.5	43244931700585.83
2052.5	43171762920839.01
2053.5	43098594141092.19
2054.5	43025425361345.37
2055.5	42952256581598.55
2056.5	42879087801851.72
2057.5	42809005867919.83
2058.5	42751271317247.67
2059.5	42693536766575.516
2060.5	42635802215903.35
2061.5	42578067665231.195
2062.5	42520333114559.04
2063.5	42462598563886.875
2064.5	42404864013214.72
2065.5	42347129462542.56
2066.5	42289394911870.41
2067.5	42231660361198.24
2068.5	42173925810526.086
2069.5	42116191259853.93
2070.5	42060684899135.016
2071.5	42008972483471.625
2072.5	41957260067808.24
2073.5	41905547652144.85
2074.5	41853835236481.47
2075.5	41802122820818.08
2076.5	41750410405154.695
2077.5	41698697989491.305
2078.5	41646985573827.92
2079.5	41595273158164.53
2080.5	41543560742501.14
2081.5	41491848326837.76
2082.5	41440135911174.37
2083.5	41384070799867.25
2084.5	41325222817574.79
2085.5	41266374835282.336
2086.5	41207526852989.875
2087.5	41148678870697.42
2088.5	41089830888404.96
2089.5	41030982906112.51
2090.5	40972134923820.05
2091.5	40913286941527.586
2092.5	40854438959235.13
2093.5	40795590976942.67
2094.5	40736742994650.22
2095.5	40677895012357.76
2096.5	40633536869155.0
2097.5	40590438711960.04
2098.5	40547340554765.08
2099.5	40504242397570.11
2100.5	40461144240375.15
2101.5	40418046083180.19
2102.5	40374947925985.23
2103.5	40331849768790.266
2104.5	40288751611595.305
2105.5	40245653454400.34
2106.5	40202555297205.375
2107.5	40159457140010.414
2108.5	40111203566911.734
2109.5	40051475035833.81
2110.5	39991746504755.89
2111.5	39932017973677.97
2112.5	39872289442600.04
2113.5	39812560911522.12
2114.5	39752832380444.195
2115.5	39693103849366.27
2116.5	39633375318288.34
2117.5	39573646787210.42
2118.5	39513918256132.5
2119.5	39454189725054.57
2120.5	39394461193976.65
2121.5	39351422098771.984
2122.5	39313368159737.25
2123.5	39275314220702.516
2124.5	39237260281667.78
2125.5	39199206342633.05
2126.5	39161152403598.31
2127.5	39123098464563.57
2128.5	39085044525528.836
2129.5	39046990586494.1
2130.5	39008936647459.37
2131.5	38970882708424.63
2132.5	38932828769389.9
2133.5	38890229764188.34
2134.5	38837025604597.555
2135.5	38783821445006.766
2136.5	38730617285415.98
2137.5	38677413125825.19
2138.5	38624208966234.4
2139.5	38571004806643.61
2140.5	38517800647052.82
2141.5	38464596487462.03
2142.5	38411392327871.24
2143.5	38358188168280.45
2144.5	38304984008689.664
2145.5	38251779849098.875
2146.5	38186076614610.21
2147.5	38119137207878.91
2148.5	38052197801147.6
2149.5	37985258394416.29
2150.5	37918318987684.984
2151.5	37851379580953.67
2152.5	37784440174222.37
2153.5	37717500767491.06
2154.5	37650561360759.75
2155.5	37583621954028.445
2156.5	37516682547297.13
2157.5	37449743140565.83
2158.5	37411029537022.66
2159.5	37391930474678.016
2160.5	37372831412333.37
2161.5	37353732349988.73
2162.5	37334633287644.08
