# λ (nm)	photon flux (γ/s/cm^2/nm)
583.5	192292401503088.9
584.5	192038568256160.03
585.5	191764702051852.1
586.5	191517479108398.56
587.5	191284468114852.8
588.5	191139023131765.5
589.5	191031640211419.38
590.5	191097615118676.94
591.5	191180659238868.9
592.5	191291002566829.47
593.5	191421067071717.5
594.5	191564131349898.97
595.5	191703709827700.34
596.5	191841997703776.97
597.5	191934407867346.53
598.5	192006122716180.47
599.5	191979545135833.6
600.5	191921285366618.78
601.5	191799690345070.44
602.5	191666022127648.44
603.5	191518871672476.44
604.5	191304824490207.22
605.5	191045377219575.44
606.5	190697377885523.0
607.5	190313437836620.3
608.5	189947072144567.5
609.5	189583141980063.56
610.5	189260136446251.88
611.5	188939855286995.34
612.5	188623844509788.1
613.5	188306546231848.97
614.5	188035701591534.7
615.5	187770603217083.94
616.5	187686988830136.25
617.5	187609806002493.03
618.5	187652098123453.28
619.5	187690912634046.34
620.5	187687572969688.8
621.5	187681768614046.88
622.5	187639457869659.62
623.5	187596495121299.78
624.5	187597461345464.62
625.5	187597467088375.25
626.5	187628049712927.7
627.5	187659088688404.4
628.5	187587194725286.03
629.5	187501483952441.03
630.5	187390483482972.28
631.5	187272159258283.66
632.5	187183753511630.06
633.5	187108185586579.53
634.5	187035938168285.22
635.5	186965927123169.7
636.5	186864582804999.34
637.5	186721919750006.6
638.5	186575101329765.44
639.5	186419359209837.9
640.5	186264150072708.12
641.5	186127130672510.6
642.5	185988777429946.88
643.5	185635511389904.16
644.5	185253809282893.4
645.5	184840134938866.16
646.5	184410199413284.0
647.5	183998334415422.28
648.5	183610175141254.47
649.5	183230776457208.06
650.5	182895596125185.4
651.5	182558517896645.12
652.5	182251367945043.97
653.5	181945570115918.25
654.5	181744578143235.62
655.5	181607554401104.6
656.5	181559327856044.4
657.5	181720576335078.88
658.5	181881474067348.12
659.5	182138246432295.53
660.5	182397940418844.66
661.5	182641324772900.44
662.5	182874198781921.66
663.5	183098977320137.25
664.5	183296895820903.34
665.5	183494579435975.62
666.5	183670960228446.1
667.5	183843023954327.9
668.5	183956458753116.72
669.5	183988752998316.88
670.5	184020321676067.94
671.5	183903630552314.7
672.5	183782759057600.97
673.5	183650559010145.8
674.5	183507383988778.12
675.5	183362788729935.0
676.5	183210899421014.2
677.5	183057758562019.22
678.5	182895032866527.4
679.5	182723327455558.5
680.5	182550323256340.5
681.5	182373046291773.38
682.5	182194461811218.06
683.5	182013065941078.84
684.5	181828441333180.28
685.5	181642499208139.1
686.5	181438883334553.25
687.5	181231454698035.03
688.5	181020207482498.38
689.5	180800957221113.84
690.5	180580308352179.66
691.5	180364344250734.7
692.5	180150279536984.62
