# λ (nm)	photon flux (γ/s/cm^2/nm)
496.5	214142058456757.97
497.5	213650652709809.03
498.5	212934945931051.9
499.5	212223731203903.94
500.5	211768870758638.06
501.5	211674059227023.56
502.5	212046671219412.66
503.5	212798672257397.38
504.5	213766522844021.06
505.5	214793114879714.47
506.5	215662549877748.22
507.5	216107861584350.97
508.5	216210771481930.88
509.5	216029511478470.9
510.5	215406033641190.56
511.5	213939425184466.2
512.5	211911103637305.5
513.5	209863335594140.88
514.5	208021985096440.2
515.5	206426319446307.22
516.5	205161820778194.16
517.5	204479891358768.97
518.5	205265517929220.3
519.5	206668345190880.1
520.5	208161586555339.34
521.5	209640731123308.62
522.5	211227731071197.22
523.5	212990872672498.06
524.5	214570465140079.9
525.5	215716928339012.38
526.5	216532636267501.47
527.5	217355762292778.06
528.5	218659205841229.88
529.5	219839571267407.84
530.5	220821998133426.1
531.5	221565922827401.47
532.5	222038801342111.88
533.5	222406264083945.6
534.5	222597236182569.78
535.5	222565554462090.38
536.5	222249593722388.1
537.5	221967798741267.25
538.5	221749242080494.4
539.5	221622730132132.56
540.5	221676799340395.9
541.5	221866998241522.4
542.5	222177423003596.44
543.5	222607063435051.3
544.5	223097162652838.4
545.5	223560080866107.88
546.5	223957902980855.78
547.5	224468943158517.94
548.5	224916183186766.9
549.5	225283838046984.72
550.5	225428862662478.6
551.5	225387697108625.03
552.5	225248530889211.25
553.5	225146575036739.03
554.5	225002322153968.4
555.5	224820154782650.03
556.5	224565932640294.47
557.5	224322950249408.88
558.5	224139548923970.94
559.5	224179782476957.4
560.5	224336317074820.78
561.5	224550855102303.72
562.5	224785891783887.78
563.5	225062829399378.03
564.5	225375316145704.62
565.5	225870446960806.53
566.5	226378661814817.7
567.5	226901658085089.0
568.5	227371041566307.25
569.5	227808847785024.75
570.5	228185153328326.12
571.5	228660224533550.84
572.5	229176326039672.06
573.5	229643316437089.4
574.5	230063129572380.5
575.5	230422565420794.9
576.5	230681921647956.94
577.5	230905953113549.3
578.5	231074242709931.03
579.5	231114104006132.03
580.5	231002641849206.66
581.5	230772984385329.78
582.5	230506803442779.75
583.5	230221444309055.53
584.5	229914114009267.03
585.5	229570889382617.47
586.5	229261899430744.53
587.5	228971226276488.3
588.5	228808049022854.66
589.5	228690589706295.88
590.5	228768585341187.25
591.5	228868161140124.75
592.5	229002219063764.53
593.5	229144084502681.06
594.5	229290909343315.97
595.5	229457834175471.4
596.5	229628936147454.34
597.5	229758525578709.75
598.5	229861446297041.12
599.5	229837182733144.5
600.5	229769808911061.38
