time (days since 2003-01-24),wavelength (nm),irradiance (W/m^2/nm),uncertainty (W/m^2/nm)
281.5,180.50,0.002158660949227089,3.199361579204565E-5
281.5,181.50,0.002586469863905929,3.942492551545491E-5
281.5,182.50,0.0024119496396392925,3.918190836554634E-5
281.5,183.50,0.0025997961598808227,4.397013698728618E-5
281.5,184.50,0.002254175849757697,3.888888973427667E-5
281.5,185.50,0.0025669148638683757,4.587732964810137E-5
281.5,186.50,0.002967046909023294,5.401538747163305E-5
281.5,187.50,0.0033343356887297966,6.38292027503112E-5
281.5,188.50,0.003572952136182237,7.147942484111206E-5
281.5,189.50,0.003942016090655425,8.36881061905747E-5
281.5,190.50,0.004146578283883382,8.728003500664468E-5
281.5,191.50,0.004401633113614726,9.387128660304441E-5
281.5,192.50,0.004732544027626718,9.952556517655429E-5
281.5,193.50,0.0036513432440517697,7.808583712278431E-5
281.5,194.50,0.0059954545804018974,1.3477728292005884E-4
281.5,195.50,0.005828363811488421,1.3813561601706934E-4
281.5,196.50,0.00654522837153068,1.606905277168755E-4
281.5,197.50,0.0066361978900184755,1.6514477067626E-4
281.5,198.50,0.006655000204955274,1.619816648078307E-4
281.5,199.50,0.007217927580037563,1.7659141370966112E-4
281.5,200.50,0.007827977410856689,1.9017965746674178E-4
281.5,201.50,0.008760486191252727,2.1446310134809292E-4
281.5,202.50,0.008652658230198132,2.074672064502186E-4
281.5,203.50,0.010013475273933158,2.3505997862331167E-4
281.5,204.50,0.011086446620043414,2.459550632987602E-4
281.5,205.50,0.01141163614409695,2.3603158545041532E-4
281.5,206.50,0.011853886187326905,2.294226109901857E-4
281.5,207.50,0.013663624193288837,2.4337013426443333E-4
281.5,208.50,0.015586543826522956,2.5019253415861805E-4
281.5,209.50,0.02232582862401518,3.255362720087632E-4
281.5,210.50,0.028811736739643972,3.7910447875527697E-4
281.5,211.50,0.03460866080988167,4.111431541928406E-4
281.5,212.50,0.03315071134763252,3.5948115819227534E-4
281.5,213.50,0.03003201892910189,2.992131001183715E-4
281.5,214.50,0.04262017443410965,4.089571009919198E-4
281.5,215.50,0.03505561268994911,3.239841230277783E-4
281.5,216.50,0.033623115892858595,3.16416178474556E-4
281.5,217.50,0.032480982572758305,3.159745837430168E-4
281.5,218.50,0.046222156531040545,4.788815989611466E-4
281.5,219.50,0.04828223771153066,5.484142268491545E-4
281.5,220.50,0.047602751008085066,5.770005707649519E-4
281.5,221.50,0.03370931890065076,4.48980875723218E-4
281.5,222.50,0.04952553777486233,6.9218928361455E-4
281.5,223.50,0.06339336957946623,9.29558471033595E-4
281.5,224.50,0.05843565639505785,9.309645268299042E-4
281.5,225.50,0.0515576757673261,8.531797473299473E-4
281.5,226.50,0.03643398848602921,6.203606654753149E-4
281.5,227.50,0.03665281577068358,6.244533134366944E-4
281.5,228.50,0.052540811884821015,8.625165897637021E-4
281.5,229.50,0.044475142472240374,7.308903384097604E-4
281.5,230.50,0.05433348871202575,8.851754001818914E-4
281.5,231.50,0.046923502054825296,7.720967321419142E-4
281.5,232.50,0.05069598392710032,8.151304994331572E-4
281.5,233.50,0.042768044276409456,7.212870272371196E-4
281.5,234.50,0.03456252861003704,6.015027381807077E-4
281.5,235.50,0.05550256569537234,9.916936555978237E-4
281.5,236.50,0.0427728133481308,7.892538080805783E-4
281.5,237.50,0.05203055452689158,9.60680589520892E-4
281.5,238.50,0.035812406144309174,7.066915175796742E-4
281.5,239.50,0.04394513649273607,8.852996249649879E-4
281.5,240.50,0.040243175178085205,8.357629647306058E-4
281.5,241.50,0.04684125500124988,9.865175974738008E-4
281.5,242.50,0.07023430325560896,0.0014590896571376097
281.5,243.50,0.06405945744777045,0.0012863840189819976
281.5,244.50,0.06096726475109333,0.001176748564646961
281.5,245.50,0.04809401408938926,8.902926129917227E-4
281.5,246.50,0.0481240792410644,8.635518056344439E-4
281.5,247.50,0.05575232217706859,9.85824149379605E-4
281.5,248.50,0.04315898620507315,7.567769555063149E-4
281.5,249.50,0.054979252778822915,0.001017726889456594
281.5,250.50,0.057968089271991714,0.0011017982398215432
281.5,251.50,0.0449492164049124,8.645810534128528E-4
281.5,252.50,0.03964431291133472,7.78345522566055E-4
281.5,253.50,0.050855815418052064,0.0010035033779953817
281.5,254.50,0.05651089559211253,0.0011260742803614803
281.5,255.50,0.07999448513999968,0.001587289369768433
281.5,256.50,0.0960137303539525,0.001973602285745783
281.5,257.50,0.11902199636046192,0.002405300766696557
281.5,258.50,0.12625420940914073,0.0025675725815196395
281.5,259.50,0.10643864464209069,0.002112657803715878
281.5,260.50,0.08656722637038547,0.0017058464329371705
281.5,261.50,0.0843486362206416,0.0015572112034971165
281.5,262.50,0.1064418376454101,0.00194730278841539
281.5,263.50,0.15500704651445518,0.002849027848995304
281.5,264.50,0.24167001096246893,0.004377021311168703
281.5,265.50,0.2508609571252646,0.004631007598750793
281.5,266.50,0.2431763992640951,0.004563460098748055
281.5,267.50,0.2431936880309004,0.004597251093957177
281.5,268.50,0.24285517830784953,0.004607424244804309
281.5,269.50,0.21620150443692426,0.0041127619979588635
281.5,270.50,0.27245675234862354,0.005196672751186436
281.5,271.50,0.22586391836130978,0.004213296451860476
281.5,272.50,0.17936494936670314,0.0034045857613018357
281.5,273.50,0.20472906360553605,0.004004562709282989
281.5,274.50,0.12108242311219176,0.002536449357230821
281.5,275.50,0.1729859770292412,0.003710415509463291
281.5,276.50,0.23908552142073483,0.005554541211914927
281.5,277.50,0.23815065079786374,0.005793185840167521
281.5,278.50,0.15790727013035932,0.004030003473635651
281.5,279.50,0.0774876470937078,0.001976140356308754
281.5,280.50,0.08868776188558644,0.002143900678534924
281.5,281.50,0.20230400890912892,0.004907741154915491
281.5,282.50,0.2816716495481381,0.006808250241202391
281.5,283.50,0.3128677864658725,0.007751503523057322
281.5,284.50,0.23947449640192198,0.006211570900271503
281.5,285.50,0.12226745292108201,0.0032094492223568223
281.5,286.50,0.3206665225071236,0.008559773155424368
281.5,287.50,0.3493658796649117,0.009191933057203953
281.5,288.50,0.29120179584885025,0.007465075257734708
281.5,289.50,0.4331327564599032,0.010906219068962428
281.5,290.50,0.5782651193899384,0.01503837852992221
281.5,291.50,0.5364568594788331,0.014334449447561706
281.5,292.50,0.4664445464284036,0.012931450829168443
281.5,293.50,0.5268661511701903,0.01460283350769097
281.5,294.50,0.4758096585010932,0.01289612321483893
281.5,295.50,0.5314418360241535,0.013943040105976303
281.5,296.50,0.46981823523995647,0.012729880467860633
281.5,297.50,0.5032822947498606,0.014156481299419411
281.5,298.50,0.3707560479422873,0.010986776535656818
281.5,299.50,0.5151949581480896,0.016095262332708426
281.5,300.50,0.34229777833543684,0.011026936917984719
281.5,301.50,0.46535018126019156,0.015685434333124845
281.5,302.50,0.4568741716002772,0.01608397438673418
281.5,303.50,0.5985759608655238,0.02214246115145634
281.5,304.50,0.56529814203874,0.02169120769774045
281.5,305.50,0.5929340631958006,0.025411128689285533
281.5,306.50,0.5440430906449262,0.024687406269461133
281.5,307.50,0.6277850909270638,0.03016163403977191
281.5,308.50,0.6350082980375634,0.032756634213565755
281.5,309.50,0.4809755363718242,0.0255846265511729
281.5,310.25,0.5688201294641682,NaN
281.5,310.48,0.6172989438731901,NaN
281.5,310.71,0.662087415977906,NaN
281.5,310.95,0.6928054683514513,NaN
281.5,311.18,0.7078508654609206,NaN
281.5,311.42,0.7125632150739368,NaN
281.5,311.65,0.702065236524601,NaN
281.5,311.89,0.6826117432636963,NaN
281.5,312.12,0.667722804663643,NaN
281.5,312.36,0.6592993195798046,NaN
281.5,312.60,0.6570170350094243,NaN
281.5,312.84,0.6619987229669492,NaN
281.5,313.08,0.6740787006507329,NaN
281.5,313.32,0.6804865230574305,NaN
281.5,313.56,0.6800982116648148,NaN
281.5,313.80,0.6810369281919217,NaN
281.5,314.04,0.6806870129138133,NaN
281.5,314.28,0.6744646392169888,NaN
281.5,314.53,0.6648533189290041,NaN
281.5,314.77,0.6579047663948879,NaN
281.5,315.02,0.6471592733459045,NaN
281.5,315.26,0.6334085356534076,NaN
281.5,315.51,0.6164640785839659,NaN
281.5,315.75,0.606354514306004,NaN
281.5,316.00,0.6065887447045268,NaN
281.5,316.25,0.6189590245543513,NaN
281.5,316.50,0.646129951460359,NaN
281.5,316.75,0.6764453036855539,NaN
281.5,317.00,0.7038331964442619,NaN
281.5,317.25,0.721270606702113,NaN
281.5,317.50,0.7271755373567871,NaN
281.5,317.75,0.7204602127407315,NaN
281.5,318.01,0.7010074050692736,NaN
281.5,318.26,0.6807649900323427,NaN
281.5,318.51,0.6686245961450547,NaN
281.5,318.77,0.667803202268789,NaN
281.5,319.02,0.6755007804774336,NaN
281.5,319.28,0.6897652028557828,NaN
281.5,319.54,0.7133422048880238,NaN
281.5,319.80,0.7382481248028162,NaN
281.5,320.06,0.7522620483344008,NaN
281.5,320.32,0.7562643035334,NaN
281.5,320.58,0.7551632883703432,NaN
281.5,320.84,0.748574167029287,NaN
281.5,321.10,0.7332563203508888,NaN
281.5,321.36,0.716217858077348,NaN
281.5,321.62,0.7034007473310706,NaN
281.5,321.89,0.695373129568068,NaN
281.5,322.15,0.6854799156068306,NaN
281.5,322.42,0.6746304419413093,NaN
281.5,322.69,0.6655426161800955,NaN
281.5,322.95,0.6622331175399593,NaN
281.5,323.22,0.6651979155143861,NaN
281.5,323.49,0.6744667018003597,NaN
281.5,323.76,0.6902186120384889,NaN
281.5,324.03,0.7110331531987575,NaN
281.5,324.30,0.7379856032678511,NaN
281.5,324.57,0.7655733993774578,NaN
281.5,324.85,0.7967081962284029,NaN
281.5,325.12,0.8256395635207168,NaN
281.5,325.39,0.8600888681023309,NaN
281.5,325.67,0.8957492083977808,NaN
281.5,325.94,0.9253283091310304,NaN
281.5,326.22,0.9460905673415658,NaN
281.5,326.50,0.9605293680623952,NaN
281.5,326.78,0.9660852544929964,NaN
281.5,327.06,0.9630090601057668,NaN
281.5,327.34,0.9530441309980381,NaN
281.5,327.62,0.9396905940947053,NaN
281.5,327.90,0.9339553979735485,NaN
281.5,328.18,0.9346435683819042,NaN
281.5,328.47,0.943177306969999,NaN
281.5,328.75,0.960049703669837,NaN
281.5,329.04,0.9853889377867059,NaN
281.5,329.32,1.0080922085538477,NaN
281.5,329.61,1.0271106662525429,NaN
281.5,329.90,1.0337921663462637,NaN
281.5,330.19,1.02994650953649,NaN
281.5,330.48,1.0161613200006074,NaN
281.5,330.77,1.0004344140679131,NaN
281.5,331.06,0.9829789136984886,NaN
281.5,331.35,0.971309019025001,NaN
281.5,331.64,0.961678651527882,NaN
281.5,331.94,0.9570360047018898,NaN
281.5,332.23,0.9516395357917323,NaN
281.5,332.53,0.9457201213876283,NaN
281.5,332.83,0.9391390231707147,NaN
281.5,333.12,0.9363098443764306,NaN
281.5,333.42,0.9329832198235308,NaN
281.5,333.72,0.9302429485371336,NaN
281.5,334.02,0.9390885761954373,NaN
281.5,334.32,0.9512085172625161,NaN
281.5,334.63,0.9519367737936668,NaN
281.5,334.93,0.9458986587289401,NaN
281.5,335.23,0.9390723417502883,NaN
281.5,335.54,0.9239177916267967,NaN
281.5,335.85,0.8936967883318864,NaN
281.5,336.15,0.8649645756018649,NaN
281.5,336.46,0.8502329670469376,NaN
281.5,336.77,0.8441436649358102,NaN
281.5,337.08,0.8399399934379149,NaN
281.5,337.39,0.8508057354127276,NaN
281.5,337.71,0.8750312753187415,NaN
281.5,338.02,0.8922590136103287,NaN
281.5,338.33,0.9073277442579359,NaN
281.5,338.65,0.933208904306607,NaN
281.5,338.96,0.9560183010688162,NaN
281.5,339.28,0.9678706815634144,NaN
281.5,339.60,0.9815358311918043,NaN
281.5,339.92,0.9948443458765712,NaN
281.5,340.24,0.9958129601724601,NaN
281.5,340.56,0.9907257047756695,NaN
281.5,340.88,0.9833654392711995,NaN
281.5,341.21,0.9787047438673623,NaN
281.5,341.53,0.9761869693333529,NaN
281.5,341.86,0.9790497773522708,NaN
281.5,342.18,0.9859833177973558,NaN
281.5,342.51,0.9870910864553988,NaN
281.5,342.84,0.9771250384884422,NaN
281.5,343.17,0.9595845824020534,NaN
281.5,343.50,0.9381553146048767,NaN
281.5,343.83,0.913210805215762,NaN
281.5,344.17,0.8905635905929378,NaN
281.5,344.50,0.8797298735898679,NaN
281.5,344.84,0.8851087965783565,NaN
281.5,345.17,0.8992866437618915,NaN
281.5,345.51,0.915714845505078,NaN
281.5,345.85,0.9281935291511025,NaN
281.5,346.19,0.9367774119432333,NaN
281.5,346.53,0.9418300921312064,NaN
281.5,346.88,0.9413141380414729,NaN
281.5,347.22,0.9368333832874599,NaN
281.5,347.56,0.9274581018459039,NaN
281.5,347.91,0.921889130645004,NaN
281.5,348.26,0.9207096114476836,NaN
281.5,348.60,0.921529507592809,NaN
281.5,348.95,0.9295893473338764,NaN
281.5,349.30,0.9425093155328194,NaN
281.5,349.66,0.962756539528881,NaN
281.5,350.01,0.9838393966557293,NaN
281.5,350.36,1.0065811657894501,NaN
281.5,350.72,1.0147281413053164,NaN
281.5,351.08,1.0082364996302269,NaN
281.5,351.43,1.0012578843161755,NaN
281.5,351.79,0.9954155000098821,NaN
281.5,352.15,0.9879621099387429,NaN
281.5,352.52,0.9845517986551001,NaN
281.5,352.88,0.9991876350927674,NaN
281.5,353.24,1.027186907610659,NaN
281.5,353.61,1.0555917615598427,NaN
281.5,353.98,1.0755075490128354,NaN
281.5,354.34,1.094390335296039,NaN
281.5,354.71,1.1036372987463363,NaN
281.5,355.08,1.0916797475799478,NaN
281.5,355.46,1.0619724388153515,NaN
281.5,355.83,1.0297511982167291,NaN
281.5,356.20,0.9922134122516804,NaN
281.5,356.58,0.9433045557546215,NaN
281.5,356.96,0.889939259357917,NaN
281.5,357.34,0.8526964986734608,NaN
281.5,357.72,0.8351865795466658,NaN
281.5,358.10,0.8297693699738871,NaN
281.5,358.48,0.8412695536086967,NaN
281.5,358.86,0.8736051051978649,NaN
281.5,359.25,0.914808659294497,NaN
281.5,359.64,0.9522500487685717,NaN
281.5,360.03,0.9724993307471356,NaN
281.5,360.42,0.9783437806816504,NaN
281.5,360.81,0.9773606857777212,NaN
281.5,361.20,0.9758183765434936,NaN
281.5,361.59,0.9704543572702923,NaN
281.5,361.99,0.9712922598452013,NaN
281.5,362.39,0.9871289376429806,NaN
281.5,362.79,1.0062367692371226,NaN
281.5,363.19,1.0163585080013955,NaN
281.5,363.59,1.0289266597944617,NaN
281.5,363.99,1.051870595696324,NaN
281.5,364.39,1.0760152069477107,NaN
281.5,364.80,1.0975425269464953,NaN
281.5,365.21,1.1279394364442654,NaN
281.5,365.62,1.1703516279838206,NaN
281.5,366.03,1.1976945952714328,NaN
281.5,366.44,1.2100213457076026,NaN
281.5,366.85,1.2126821375511831,NaN
281.5,367.27,1.2133944324947628,NaN
281.5,367.69,1.2058402666769403,NaN
281.5,368.10,1.2007515432912161,NaN
281.5,368.52,1.1971292475686175,NaN
281.5,368.95,1.1967351967712567,NaN
281.5,369.37,1.2073259215061742,NaN
281.5,369.79,1.2174753322467042,NaN
281.5,370.22,1.2094452458250031,NaN
281.5,370.65,1.198418052264595,NaN
281.5,371.08,1.1872537698102723,NaN
281.5,371.51,1.1642099703303854,NaN
281.5,371.94,1.125755702623461,NaN
281.5,372.38,1.0868142564777292,NaN
281.5,372.81,1.0496653349872618,NaN
281.5,373.25,1.0173448063451482,NaN
281.5,373.69,0.9901331532865747,NaN
281.5,374.13,0.9816417124469098,NaN
281.5,374.58,0.9884236953804554,NaN
281.5,375.02,1.0029907411759094,NaN
281.5,375.47,1.0386984484385777,NaN
281.5,375.92,1.0878289189783372,NaN
281.5,376.37,1.1373239890022449,NaN
281.5,376.82,1.1814337486545925,NaN
281.5,377.28,1.224215130999713,NaN
281.5,377.73,1.247701613076842,NaN
281.5,378.19,1.254556899666677,NaN
281.5,378.65,1.253141409420653,NaN
281.5,379.11,1.2379715335549282,NaN
281.5,379.57,1.2156327925243184,NaN
281.5,380.04,1.1870924149460846,NaN
281.5,380.51,1.153753986642757,NaN
281.5,380.98,1.1058682665606379,NaN
281.5,381.45,1.045746867926399,NaN
281.5,381.92,0.979603616370079,NaN
281.5,382.39,0.9256454909970971,NaN
281.5,382.87,0.8856974757686087,NaN
281.5,383.35,0.864156044471495,NaN
281.5,383.83,0.8653360115252211,NaN
281.5,384.31,0.8973789249404017,NaN
281.5,384.80,0.9362091048253334,NaN
281.5,385.28,0.968236346328685,NaN
281.5,385.77,0.9904368174109912,NaN
281.5,386.26,1.005218472204704,NaN
281.5,386.76,1.0138984366651143,NaN
281.5,387.25,1.01991427454392,NaN
281.5,387.75,1.0319899675029793,NaN
281.5,388.25,1.051341001879175,NaN
281.5,388.75,1.086459545203792,NaN
281.5,389.25,1.1313112933343363,NaN
281.5,389.76,1.1762162253643043,NaN
281.5,390.26,1.2046682401519058,NaN
281.5,390.77,1.202436226636848,NaN
281.5,391.29,1.1711860662503715,NaN
281.5,391.80,1.1183523831621682,NaN
281.5,392.32,1.0518076965493923,NaN
281.5,392.84,0.9935651501700147,NaN
281.5,393.36,0.9628359162648299,NaN
281.5,393.88,0.9618115514300596,NaN
281.5,394.40,0.9733180091843007,NaN
281.5,394.93,0.9940615494853916,NaN
281.5,395.46,1.0225055941842218,NaN
281.5,395.99,1.0489474419203924,NaN
281.5,396.53,1.0777803338100136,NaN
281.5,397.07,1.1215663432363747,NaN
281.5,397.61,1.203197479076365,NaN
281.5,398.15,1.3010748253663338,NaN
281.5,398.69,1.4055450929455884,NaN
281.5,399.24,1.5095463600987704,NaN
281.5,399.79,1.6049168076407854,NaN
281.5,400.34,1.672456835635419,NaN
281.5,400.89,1.7086860321837698,NaN
281.5,401.45,1.7340084091421208,NaN
281.5,402.01,1.741965739057327,NaN
281.5,402.57,1.7439506392583857,NaN
281.5,403.13,1.7373117752335732,NaN
281.5,403.70,1.7247068959920286,NaN
281.5,404.27,1.709399768524508,NaN
281.5,404.84,1.691222380922936,NaN
281.5,405.41,1.6786539096575344,NaN
281.5,405.99,1.6715715733637726,NaN
281.5,406.57,1.6772836684992873,NaN
281.5,407.15,1.6802734224468308,NaN
281.5,407.74,1.6847222297953584,NaN
281.5,408.33,1.6947914669858783,NaN
281.5,408.92,1.7072482344195585,NaN
281.5,409.51,1.7160440718704328,NaN
281.5,410.11,1.7206202315933863,NaN
281.5,410.70,1.731785252293217,NaN
281.5,411.31,1.7532181092573667,NaN
281.5,411.91,1.7675345123859332,NaN
281.5,412.52,1.7753190003475579,NaN
281.5,413.13,1.7844193401418313,NaN
281.5,413.74,1.7959874110633547,NaN
281.5,414.36,1.7962052006855567,NaN
281.5,414.98,1.7886299662352436,NaN
281.5,415.60,1.7831666351117883,NaN
281.5,416.22,1.7795894424029042,NaN
281.5,416.85,1.770878964641062,NaN
281.5,417.48,1.7568258922834696,NaN
281.5,418.11,1.7515839888863964,NaN
281.5,418.75,1.7510479702830777,NaN
281.5,419.39,1.7487623997175277,NaN
281.5,420.04,1.7458767178348915,NaN
281.5,420.68,1.7477983426167603,NaN
281.5,421.33,1.7515287031385196,NaN
281.5,421.98,1.745223087381288,NaN
281.5,422.64,1.7346386687784108,NaN
281.5,423.30,1.7278141824058728,NaN
281.5,423.96,1.7212878983844695,NaN
281.5,424.63,1.7097849384189303,NaN
281.5,425.30,1.6986535388023711,NaN
281.5,425.97,1.6868046596038409,NaN
281.5,426.65,1.6668873147253407,NaN
281.5,427.32,1.6288760766140493,NaN
281.5,428.01,1.584874580819931,NaN
281.5,428.69,1.553901908602695,NaN
281.5,429.38,1.5246016316175302,NaN
281.5,430.08,1.51309189352468,NaN
281.5,430.77,1.5150932789985834,NaN
281.5,431.47,1.5495453196455922,NaN
281.5,432.18,1.5947523638265289,NaN
281.5,432.89,1.6410995099050392,NaN
281.5,433.60,1.6876929308392565,NaN
281.5,434.31,1.729546704103349,NaN
281.5,435.03,1.7585250318137895,NaN
281.5,435.75,1.772453880041517,NaN
281.5,436.48,1.7823230863228088,NaN
281.5,437.21,1.781099526822912,NaN
281.5,437.94,1.780403810388631,NaN
281.5,438.68,1.7865351857173117,NaN
281.5,439.42,1.7997092183248116,NaN
281.5,440.17,1.8186985556791018,NaN
281.5,440.92,1.8437557453777176,NaN
281.5,441.67,1.8762028195865987,NaN
281.5,442.43,1.9010888867784637,NaN
281.5,443.19,1.918829443650355,NaN
281.5,443.96,1.9324186562688597,NaN
281.5,444.73,1.9433792500477822,NaN
281.5,445.50,1.95007458584269,NaN
281.5,446.28,1.9612181389785412,NaN
281.5,447.06,1.9837175046357136,NaN
281.5,447.85,2.0091590532762162,NaN
281.5,448.64,2.03069543959578,NaN
281.5,449.43,2.045956742440667,NaN
281.5,450.23,2.0594608270191608,NaN
281.5,451.04,2.0629114052830455,NaN
281.5,451.85,2.0549479340865715,NaN
281.5,452.66,2.044649733869841,NaN
281.5,453.48,2.0396789290724997,NaN
281.5,454.30,2.039444538835778,NaN
281.5,455.13,2.0398165189073323,NaN
281.5,455.96,2.043891797073109,NaN
281.5,456.80,2.052344788549556,NaN
281.5,457.64,2.0600917788931743,NaN
281.5,458.48,2.065628539439344,NaN
281.5,459.33,2.070067243987272,NaN
281.5,460.19,2.075189555244482,NaN
281.5,461.05,2.0775467638920078,NaN
281.5,461.92,2.0790218610635973,NaN
281.5,462.79,2.074661359353133,NaN
