time (days since 2003-01-24),wavelength (nm),irradiance (W/m^2/nm),uncertainty (W/m^2/nm)
281.5,463.66,2.067438018616033,NaN
281.5,464.54,2.0571560123950126,NaN
281.5,465.43,2.0462980032280416,NaN
281.5,466.32,2.033822611153516,NaN
281.5,467.22,2.024521690332497,NaN
281.5,468.12,2.02263906952566,NaN
281.5,469.03,2.022753194756621,NaN
281.5,469.94,2.0259208081218225,NaN
281.5,470.86,2.0327104541048993,NaN
281.5,471.78,2.0426627506296673,NaN
281.5,472.71,2.05177011934147,NaN
281.5,473.64,2.0603627538363676,NaN
281.5,474.58,2.069774829421922,NaN
281.5,475.53,2.0786742918623093,NaN
281.5,476.48,2.0848914465824953,NaN
281.5,477.44,2.0915980512514207,NaN
281.5,478.40,2.097799063209411,NaN
281.5,479.37,2.0989101545025983,NaN
281.5,480.34,2.0957615718584535,NaN
281.5,481.33,2.0775255791356604,NaN
281.5,482.31,2.0503872218470596,NaN
281.5,483.31,2.0169338593650874,NaN
281.5,484.30,1.9824828070018081,NaN
281.5,485.31,1.951782625558727,NaN
281.5,486.32,1.9308523102290729,NaN
281.5,487.34,1.9238302905860263,NaN
281.5,488.37,1.9310091943060443,NaN
281.5,489.40,1.9436591882787702,NaN
281.5,490.43,1.9590839358834655,NaN
281.5,491.48,1.9733067399469975,NaN
281.5,492.53,1.9856513917874425,NaN
281.5,493.59,1.991854686982103,NaN
281.5,494.65,1.9942441807234574,NaN
281.5,495.72,1.990392476888362,NaN
281.5,496.80,1.9817887682908644,NaN
281.5,497.89,1.9721996609235204,NaN
281.5,498.98,1.9596138644929406,NaN
281.5,500.08,1.9493016016995264,NaN
281.5,501.19,1.9420327096762262,NaN
281.5,502.30,1.940501466764356,NaN
281.5,503.42,1.943932715371566,NaN
281.5,504.55,1.9493032333690246,NaN
281.5,505.69,1.9557825589666507,NaN
281.5,506.83,1.9597385235339466,NaN
281.5,507.99,1.958262460791716,NaN
281.5,509.14,1.9530641886343936,NaN
281.5,510.31,1.9441890807441429,NaN
281.5,511.49,1.923667253699777,NaN
281.5,512.67,1.897291382046851,NaN
281.5,513.86,1.8718648576222638,NaN
281.5,515.06,1.8491483446210615,NaN
281.5,516.27,1.82887928902737,NaN
281.5,517.49,1.8171445081981201,NaN
281.5,518.71,1.8220784351849346,NaN
281.5,519.94,1.8349297880229156,NaN
281.5,521.18,1.8463712848294325,NaN
281.5,522.43,1.8595408221510479,NaN
281.5,523.69,1.8743758904240255,NaN
281.5,524.96,1.886982367488479,NaN
281.5,526.24,1.8914533765885515,NaN
281.5,527.52,1.896370391552227,NaN
281.5,528.82,1.9065473325629219,NaN
281.5,530.12,1.9147061646219072,NaN
281.5,531.44,1.917910198705639,NaN
281.5,532.76,1.918869070697246,NaN
281.5,534.09,1.9177733842465323,NaN
281.5,535.43,1.9132391713887802,NaN
281.5,536.79,1.9045340523528902,NaN
281.5,538.15,1.896365569367364,NaN
281.5,539.52,1.8902687632177684,NaN
281.5,540.90,1.8861711228513407,NaN
281.5,542.29,1.8847892445033438,NaN
281.5,543.69,1.8846153470118114,NaN
281.5,545.11,1.8862268850250579,NaN
281.5,546.53,1.8864982600670783,NaN
281.5,547.96,1.8876173454031024,NaN
281.5,549.41,1.8869225449740472,NaN
281.5,550.86,1.8835785218132166,NaN
281.5,552.33,1.8771137680046994,NaN
281.5,553.80,1.8705662054154668,NaN
281.5,555.29,1.863632173161854,NaN
281.5,556.79,1.8556928131794281,NaN
281.5,558.30,1.847448203740173,NaN
281.5,559.82,1.8430037861542272,NaN
281.5,561.36,1.8410502189699463,NaN
281.5,562.90,1.8385101739351768,NaN
281.5,564.46,1.8377281311403333,NaN
281.5,566.03,1.8390616550586472,NaN
281.5,567.61,1.840441340934768,NaN
281.5,569.21,1.8411626038213715,NaN
281.5,570.81,1.8413163472581173,NaN
281.5,572.43,1.8424790023042015,NaN
281.5,574.06,1.843607574594755,NaN
281.5,575.71,1.8430493761515288,NaN
281.5,577.37,1.8406533699621175,NaN
281.5,579.04,1.8377645968795788,NaN
281.5,580.72,1.8310404187208364,NaN
281.5,582.42,1.822104363865776,NaN
281.5,584.13,1.812781227624053,NaN
281.5,585.86,1.8028695008241142,NaN
281.5,587.59,1.793870857663114,NaN
281.5,589.35,1.7865233490304344,NaN
281.5,591.11,1.7821900687651953,NaN
281.5,592.90,1.7786555360590293,NaN
281.5,594.69,1.7755623765830657,NaN
281.5,596.50,1.7725676096262009,NaN
281.5,598.33,1.7686380549520562,NaN
281.5,600.17,1.763086821599391,NaN
281.5,602.03,1.7555727118051816,NaN
281.5,603.90,1.7475527941925688,NaN
281.5,605.78,1.737684016893576,NaN
281.5,607.69,1.7256158312147831,NaN
281.5,609.60,1.7139253865095674,NaN
281.5,611.54,1.7029216724561524,NaN
281.5,613.49,1.6918474862115445,NaN
281.5,615.46,1.6815845846603124,NaN
281.5,617.44,1.6747261041057182,NaN
281.5,619.44,1.6701177895980597,NaN
281.5,621.46,1.6647469634330103,NaN
281.5,623.49,1.6584253886023483,NaN
281.5,625.54,1.6530356241889734,NaN
281.5,627.61,1.6481719038025278,NaN
281.5,629.70,1.6411741036032252,NaN
281.5,631.81,1.6335540149560814,NaN
281.5,633.93,1.6267150980828278,NaN
281.5,636.07,1.6198128400365983,NaN
281.5,638.23,1.6116529481104735,NaN
281.5,640.41,1.6033009135050007,NaN
281.5,642.61,1.5951858604428757,NaN
281.5,644.82,1.5826558291235606,NaN
281.5,647.06,1.5689947291344806,NaN
281.5,649.31,1.5562396391110507,NaN
281.5,651.59,1.5441498703183967,NaN
281.5,653.88,1.533043591773802,NaN
281.5,656.20,1.5247322272800459,NaN
281.5,658.53,1.5224222595948484,NaN
281.5,660.89,1.5222798650796867,NaN
281.5,663.27,1.5213499417755083,NaN
281.5,665.66,1.5198883886279702,NaN
281.5,668.08,1.5176795103148348,NaN
281.5,670.52,1.512908186397882,NaN
281.5,672.99,1.5047333355335126,NaN
281.5,675.47,1.4963320593291456,NaN
281.5,677.98,1.4878118129250042,NaN
281.5,680.50,1.4787655039718297,NaN
281.5,683.06,1.4695054815600452,NaN
281.5,685.63,1.4601375710430702,NaN
281.5,688.23,1.450280594724501,NaN
281.5,690.85,1.4402424303548087,NaN
281.5,693.49,1.4302547697155479,NaN
281.5,696.16,1.420345125477981,NaN
281.5,698.85,1.41049193150601,NaN
281.5,701.56,1.4007901119874506,NaN
281.5,704.30,1.3912473945189423,NaN
281.5,707.07,1.3813170707175844,NaN
281.5,709.85,1.371246192975636,NaN
281.5,712.67,1.3610790528413832,NaN
281.5,715.51,1.3505991508080282,NaN
281.5,718.37,1.3405078110935877,NaN
281.5,721.26,1.331027926233897,NaN
281.5,724.18,1.3217481979212948,NaN
281.5,727.12,1.312237136029757,NaN
281.5,730.09,1.3031419613146382,NaN
281.5,733.08,1.2945340975351924,NaN
281.5,736.10,1.2855987612933966,NaN
281.5,739.15,1.2767685384409067,NaN
281.5,742.22,1.2687246659120148,NaN
281.5,745.33,1.2615494731762065,NaN
281.5,748.46,1.2539559181905326,NaN
281.5,751.61,1.245935468583398,NaN
281.5,754.80,1.2379420184063759,NaN
281.5,758.01,1.2294742460489354,NaN
281.5,761.26,1.2203999796744005,NaN
281.5,764.53,1.211338309540889,NaN
281.5,767.83,1.2026383890110148,NaN
281.5,771.15,1.194438018988024,NaN
281.5,774.51,1.1862010937328278,NaN
281.5,777.90,1.17760413568484,NaN
281.5,781.31,1.1690186424589524,NaN
281.5,784.76,1.1601522245019231,NaN
281.5,788.23,1.1505425506979454,NaN
281.5,791.73,1.140544861586768,NaN
281.5,795.27,1.1310480876968654,NaN
281.5,798.83,1.121876385957583,NaN
281.5,802.42,1.1119984501888727,NaN
281.5,806.05,1.1025409404490691,NaN
281.5,809.70,1.0935983844008998,NaN
281.5,813.39,1.0843677726423049,NaN
281.5,817.10,1.0746521800459488,NaN
281.5,820.85,1.0654757531931025,NaN
281.5,824.62,1.0569342546386666,NaN
281.5,828.43,1.0477949389876884,NaN
281.5,832.26,1.0369501600985276,NaN
281.5,836.13,1.0254430850337073,NaN
281.5,840.03,1.0145304856434028,NaN
281.5,843.96,1.0021776620010419,NaN
281.5,847.92,0.9889843044692198,NaN
281.5,851.91,0.9775243131329611,NaN
281.5,855.93,0.968378818803255,NaN
281.5,859.99,0.9607501173650225,NaN
281.5,864.07,0.9534471358684289,NaN
281.5,868.18,0.9478091625659332,NaN
281.5,872.33,0.9439087227919832,NaN
281.5,876.50,0.9391100256870692,NaN
281.5,880.71,0.9332032278565711,NaN
281.5,884.94,0.9273590463189821,NaN
281.5,889.21,0.9209434841236913,NaN
281.5,893.50,0.9135754925847188,NaN
281.5,897.83,0.905465873593705,NaN
281.5,902.19,0.8968276123079175,NaN
281.5,906.57,0.8885456168913952,NaN
281.5,910.99,0.8804831144127452,NaN
281.5,915.43,0.8722797574528149,NaN
281.5,919.91,0.8636636890027352,NaN
281.5,924.41,0.8556850100771419,NaN
281.5,928.94,0.8476769046557358,NaN
281.5,933.50,0.8391997635722079,NaN
281.5,938.09,0.8307147394584127,NaN
281.5,942.70,0.8228413674199424,NaN
281.5,947.35,0.8158665923571596,NaN
281.5,952.74,0.8067350930431578,NaN
281.5,957.41,0.7996745259853413,NaN
281.5,962.11,0.7937810012388525,NaN
281.5,966.83,0.7881851787455877,NaN
281.5,971.58,0.78222082159143,NaN
281.5,976.35,0.775597460643251,NaN
281.5,981.15,0.7682351875191901,NaN
281.5,985.98,0.7606889256470468,NaN
281.5,990.82,0.7529257256836707,NaN
281.5,995.70,0.7449596603832772,NaN
281.5,1000.59,0.737391484623925,NaN
281.5,1005.51,0.7303968447071106,NaN
281.5,1010.45,0.7239846727311539,NaN
281.5,1015.42,0.7172535746482008,NaN
281.5,1020.41,0.7106321519352864,NaN
281.5,1025.41,0.7042394264636195,NaN
281.5,1030.44,0.6976363203951467,NaN
281.5,1035.49,0.6906470523012995,NaN
281.5,1040.57,0.6833800863724957,NaN
281.5,1045.66,0.6761204930775292,NaN
281.5,1050.77,0.6685161606452136,NaN
281.5,1055.90,0.6602497867868069,NaN
281.5,1061.04,0.651707828039323,NaN
281.5,1066.21,0.6430797418821572,NaN
281.5,1071.39,0.6346489814667894,NaN
281.5,1076.59,0.626807059678122,NaN
281.5,1081.81,0.6197263232984659,NaN
281.5,1087.04,0.6134544704188891,NaN
281.5,1092.29,0.6078419868377661,NaN
281.5,1097.55,0.602621337015724,NaN
281.5,1102.83,0.5976855356927437,NaN
281.5,1108.13,0.5925545553521966,NaN
281.5,1113.43,0.5870877374665889,NaN
281.5,1118.75,0.5814784056954415,NaN
281.5,1124.09,0.5757402091636479,NaN
281.5,1129.43,0.5698403676976074,NaN
281.5,1134.79,0.5639050894652594,NaN
281.5,1140.16,0.558183858250953,NaN
281.5,1145.53,0.5524879145393407,NaN
281.5,1150.92,0.5464751723011435,NaN
281.5,1156.32,0.5404094658175318,NaN
281.5,1161.73,0.5344425695626533,NaN
281.5,1167.15,0.5284908014871441,NaN
281.5,1172.57,0.5224117287080136,NaN
281.5,1178.01,0.5164884248034723,NaN
281.5,1183.45,0.5110280202105493,NaN
281.5,1188.90,0.5059572411566118,NaN
281.5,1194.35,0.5011500891472479,NaN
281.5,1199.82,0.49663128396832157,NaN
281.5,1205.28,0.4926215390248328,NaN
281.5,1210.76,0.4886358236290624,NaN
281.5,1216.23,0.4846893248374872,NaN
281.5,1221.72,0.4806288031333129,NaN
281.5,1227.20,0.4764508318077386,NaN
281.5,1232.69,0.4720152958881251,NaN
281.5,1238.19,0.46744459597019866,NaN
281.5,1243.68,0.4628438621830421,NaN
281.5,1249.18,0.45788956085274013,NaN
281.5,1254.68,0.4526706573801938,NaN
281.5,1260.19,0.4477010731670604,NaN
281.5,1265.69,0.4429477806497201,NaN
281.5,1271.20,0.4383664678988533,NaN
281.5,1276.70,0.43405619532979894,NaN
281.5,1282.21,0.43017847217169325,NaN
281.5,1287.72,0.4268568763334699,NaN
281.5,1293.22,0.42344287516068524,NaN
281.5,1298.73,0.41994548969926543,NaN
281.5,1304.24,0.4164714263836553,NaN
281.5,1309.74,0.41294793381882994,NaN
281.5,1315.24,0.409380960289329,NaN
281.5,1320.74,0.4059011694567301,NaN
281.5,1326.24,0.4024420082019961,NaN
281.5,1331.74,0.3989708553406313,NaN
281.5,1337.23,0.3955216861707425,NaN
281.5,1342.72,0.3919012151059679,NaN
281.5,1348.21,0.388223395291992,NaN
281.5,1353.69,0.38461085223223834,NaN
281.5,1359.17,0.380995691582983,NaN
281.5,1364.64,0.37753690514287613,NaN
281.5,1370.12,0.3742151450868538,NaN
281.5,1375.58,0.3709407044412046,NaN
281.5,1381.04,0.3676537940075795,NaN
281.5,1386.50,0.3643104834400762,NaN
281.5,1391.95,0.36091124823402215,NaN
281.5,1397.40,0.35739977710407905,NaN
281.5,1402.84,0.35387196047228325,NaN
281.5,1408.28,0.35036711857050185,NaN
281.5,1413.71,0.3468562728359277,NaN
281.5,1419.13,0.34351355010268875,NaN
281.5,1424.55,0.34020714459437235,NaN
281.5,1429.96,0.3370836392079309,NaN
281.5,1435.36,0.33415577899134363,NaN
281.5,1440.76,0.33131960569744406,NaN
281.5,1446.15,0.3286755921156935,NaN
281.5,1451.54,0.32602775928095284,NaN
281.5,1456.91,0.3232761357930927,NaN
281.5,1462.28,0.32051066236221454,NaN
281.5,1467.64,0.31762353557454964,NaN
281.5,1473.00,0.3143648022479981,NaN
281.5,1478.34,0.3111866057440808,NaN
281.5,1483.68,0.3082145174961738,NaN
281.5,1489.01,0.3054876262890003,NaN
281.5,1494.33,0.30303260877549715,NaN
281.5,1499.65,0.30088961492346816,NaN
281.5,1504.95,0.29917250270225276,NaN
281.5,1510.25,0.2975930312942633,NaN
281.5,1515.54,0.2958105892142481,NaN
281.5,1520.82,0.2939701108049426,NaN
281.5,1526.09,0.29196771668280336,NaN
281.5,1531.36,0.28951449973222576,NaN
281.5,1536.61,0.2867454051623856,NaN
281.5,1541.86,0.28370990494151466,NaN
281.5,1547.09,0.2802692687631013,NaN
281.5,1552.32,0.27672403793180855,NaN
281.5,1557.54,0.2730114928457899,NaN
281.5,1562.75,0.26938149944125606,NaN
281.5,1567.95,0.26607797186523646,NaN
281.5,1573.14,0.26319687240110523,NaN
281.5,1578.32,0.26086315493188,NaN
281.5,1583.49,0.25872966560110666,NaN
281.5,1588.65,0.25681804361339233,NaN
281.5,1593.80,0.2551643511061077,NaN
281.5,1598.95,0.2534994476473704,NaN
281.5,1601.18,0.2525976374640382,NaN
281.5,1616.86,0.2470574396866534,NaN
281.5,1632.42,0.24145053832772892,NaN
281.5,1647.91,0.23500024285716048,NaN
281.5,1663.31,0.22872770858329106,NaN
281.5,1678.61,0.22229567785490584,NaN
281.5,1693.82,0.21659056876949115,NaN
281.5,1708.93,0.2095114353202945,NaN
281.5,1723.95,0.20179841906384752,NaN
281.5,1738.86,0.1958332730773683,NaN
281.5,1753.69,0.19117633696551567,NaN
281.5,1768.43,0.186012522076654,NaN
281.5,1783.07,0.18019740561789904,NaN
281.5,1797.62,0.17407286322481394,NaN
281.5,1812.08,0.16912343466234409,NaN
281.5,1826.44,0.16481944287260294,NaN
281.5,1840.72,0.16083209153011954,NaN
281.5,1854.90,0.15566697474975205,NaN
281.5,1869.00,0.15068560358871944,NaN
281.5,1883.00,0.1485204658254578,NaN
281.5,1896.92,0.14605856334896286,NaN
281.5,1910.75,0.1425480702979946,NaN
281.5,1924.48,0.1374409625433079,NaN
281.5,1938.13,0.13288317963694543,NaN
281.5,1951.71,0.13097857373530608,NaN
281.5,1965.19,0.12825838342423754,NaN
281.5,1978.59,0.12532859568814667,NaN
281.5,1991.92,0.12342458131867769,NaN
281.5,2005.15,0.12072438901239775,NaN
281.5,2018.31,0.11800688063792059,NaN
281.5,2031.38,0.11510099103943187,NaN
281.5,2044.38,0.11306340742317571,NaN
281.5,2057.30,0.1099265348984481,NaN
281.5,2070.13,0.10735545917248514,NaN
281.5,2082.89,0.10502466862139434,NaN
281.5,2095.58,0.10250660628264145,NaN
281.5,2108.19,0.10053198765799912,NaN
281.5,2120.73,0.09807226538525843,NaN
281.5,2133.20,0.09632411659541285,NaN
281.5,2145.59,0.09414525535276073,NaN
281.5,2157.91,0.09158935911297857,NaN
281.5,2170.15,0.09050385965711577,NaN
281.5,2182.34,0.08884219538908848,NaN
281.5,2194.44,0.08658844822440008,NaN
281.5,2206.48,0.08520134484145289,NaN
281.5,2218.45,0.08396103566914878,NaN
281.5,2230.36,0.08224916647464152,NaN
281.5,2242.20,0.08078972653188209,NaN
281.5,2253.97,0.07922466707530257,NaN
281.5,2265.68,0.07725928016866832,NaN
281.5,2277.33,0.07637685021024335,NaN
281.5,2288.91,0.07416519537670105,NaN
281.5,2300.43,0.07264656519508797,NaN
281.5,2311.89,0.07159726556013052,NaN
281.5,2323.28,0.0701984422511901,NaN
281.5,2334.63,0.06859206992824411,NaN
281.5,2345.90,0.06781896464637951,NaN
281.5,2357.11,0.06660448297557674,NaN
281.5,2368.28,0.06481220912919156,NaN
281.5,2379.37,0.06355055992833274,NaN
281.5,2390.42,0.06311003979501752,NaN
